"age","ageMarried","monthsSinceM","pregnancies","children","sons","region","literacy"
21,"20to22",2,1,0,0,"lt10k","yes"
43,"15to18",304,2,2,1,"lt10k","yes"
20,"20to22",1,0,0,0,"lt10k","yes"
36,"22to25",142,4,4,2,"lt10k","yes"
42,"15to18",304,1,1,0,"lt10k","yes"
29,"25to30",20,1,1,0,"lt10k","yes"
41,"22to25",234,3,3,2,"lt10k","yes"
43,"22to25",230,1,1,1,"lt10k","yes"
26,"20to22",71,0,0,0,"lt10k","yes"
44,"22to25",263,2,2,1,"lt10k","yes"
43,"30toInf",163,3,3,2,"lt10k","no"
47,"22to25",287,2,2,2,"lt10k","yes"
41,"25to30",175,4,4,1,"lt10k","yes"
43,"20to22",281,1,1,0,"lt10k","yes"
22,"18to20",28,2,2,1,"lt10k","yes"
30,"20to22",113,2,2,0,"lt10k","yes"
47,"25to30",263,3,3,1,"lt10k","yes"
43,"22to25",244,3,3,1,"lt10k","yes"
27,"22to25",50,1,1,0,"lt10k","yes"
47,"22to25",305,3,3,3,"lt10k","yes"
46,"18to20",339,3,3,1,"lt10k","yes"
32,"22to25",116,2,2,1,"lt10k","yes"
40,"18to20",257,5,5,3,"lt10k","yes"
20,"15to18",27,2,2,1,"lt10k","yes"
49,"22to25",298,2,2,1,"lt10k","yes"
40,"18to20",254,0,0,0,"lt10k","yes"
21,"20to22",3,0,0,0,"lt10k","yes"
46,"18to20",329,3,3,2,"lt10k","yes"
20,"18to20",28,1,0,0,"lt10k","yes"
27,"18to20",103,2,2,2,"lt10k","yes"
39,"20to22",232,2,2,1,"lt10k","no"
39,"0to15",295,2,2,1,"lt10k","yes"
24,"22to25",11,1,1,0,"lt10k","yes"
40,"20to22",232,1,1,1,"lt10k","yes"
48,"20to22",335,2,2,1,"lt10k","yes"
44,"18to20",293,5,5,2,"lt10k","yes"
21,"20to22",6,0,0,0,"lt10k","yes"
46,"20to22",304,2,2,0,"lt10k","yes"
46,"18to20",331,5,5,1,"lt10k","yes"
20,"18to20",23,2,1,0,"lt10k","yes"
39,"15to18",260,7,7,2,"lt10k","yes"
29,"20to22",108,3,3,3,"lt10k","yes"
27,"18to20",43,2,2,2,"lt10k","yes"
25,"20to22",52,2,2,2,"lt10k","yes"
34,"25to30",101,5,5,2,"lt10k","yes"
33,"22to25",123,3,3,2,"lt10k","yes"
25,"20to22",48,1,1,0,"lt10k","yes"
22,"20to22",14,1,1,1,"lt10k","yes"
36,"20to22",192,4,4,2,"lt10k","yes"
24,"20to22",48,2,2,1,"lt10k","yes"
32,"18to20",170,6,6,4,"lt10k","yes"
30,"20to22",112,3,3,2,"lt10k","yes"
49,"18to20",362,10,10,4,"lt10k","no"
40,"25to30",166,2,2,1,"lt10k","yes"
47,"18to20",328,7,8,2,"lt10k","no"
48,"22to25",314,4,4,2,"lt10k","yes"
41,"22to25",238,4,4,3,"lt10k","no"
35,"25to30",100,3,3,0,"lt10k","yes"
31,"20to22",138,4,4,3,"lt10k","yes"
23,"15to18",73,3,2,2,"lt10k","yes"
36,"22to25",166,7,7,3,"lt10k","no"
19,"18to20",20,1,1,0,"lt10k","yes"
47,"22to25",278,5,5,2,"lt10k","yes"
25,"22to25",13,0,0,0,"lt10k","yes"
30,"22to25",75,2,1,0,"lt10k","yes"
37,"22to25",183,2,2,1,"lt10k","no"
20,"18to20",20,0,0,0,"lt10k","yes"
22,"18to20",39,2,2,1,"lt10k","yes"
45,"18to20",203,4,4,1,"lt10k","yes"
29,"18to20",130,2,2,1,"lt10k","yes"
44,"25to30",209,0,0,0,"lt10k","yes"
25,"20to22",53,1,1,0,"lt10k","yes"
41,"30toInf",62,2,3,2,"lt10k","no"
33,"18to20",168,2,2,2,"lt10k","yes"
26,"25to30",16,1,1,1,"lt10k","yes"
27,"22to25",28,1,1,1,"lt10k","yes"
27,"22to25",45,1,1,0,"lt10k","yes"
49,"18to20",351,1,1,1,"lt10k","yes"
31,"20to22",123,2,2,2,"lt10k","yes"
35,"15to18",246,7,7,6,"lt10k","yes"
23,"15to18",40,2,2,1,"lt10k","yes"
25,"18to20",72,1,1,0,"lt10k","yes"
22,"18to20",44,1,1,1,"lt10k","yes"
24,"22to25",24,1,2,0,"lt10k","yes"
49,"22to25",329,10,10,4,"lt10k","yes"
31,"20to22",128,2,2,0,"lt10k","yes"
44,"20to22",287,4,4,1,"lt10k","yes"
24,"15to18",103,2,2,0,"lt10k","yes"
35,"15to18",226,3,3,2,"lt10k","yes"
44,"15to18",322,2,2,2,"lt10k","yes"
22,"18to20",30,1,1,0,"lt10k","yes"
42,"22to25",228,3,3,2,"lt10k","yes"
44,"18to20",301,3,3,2,"lt10k","yes"
41,"18to20",268,2,2,2,"lt10k","yes"
39,"20to22",223,1,1,1,"lt10k","yes"
27,"20to22",86,2,2,2,"lt10k","yes"
43,"25to30",210,2,2,1,"lt10k","no"
21,"18to20",35,1,1,0,"lt10k","yes"
30,"22to25",75,2,2,1,"lt10k","yes"
27,"18to20",99,1,1,1,"lt10k","yes"
40,"22to25",208,5,5,5,"lt10k","yes"
24,"20to22",50,2,2,1,"lt10k","yes"
27,"22to25",58,2,2,1,"lt10k","yes"
35,"20to22",179,3,3,2,"lt10k","yes"
25,"22to25",28,1,1,1,"lt10k","yes"
49,"25to30",287,3,3,2,"lt10k","yes"
40,"25to30",175,6,6,4,"lt10k","yes"
35,"20to22",181,3,3,3,"lt10k","yes"
35,"25to30",69,4,4,2,"lt10k","no"
27,"18to20",99,6,6,4,"lt10k","no"
46,"15to18",379,0,0,0,"lt10k","yes"
41,"18to20",275,4,4,1,"lt10k","yes"
32,"22to25",122,2,2,0,"lt10k","yes"
35,"20to22",176,3,3,0,"lt10k","no"
27,"18to20",106,4,4,0,"lt10k","yes"
43,"25to30",160,2,2,0,"lt10k","yes"
39,"20to22",219,2,2,1,"lt10k","yes"
32,"20to22",136,3,3,1,"lt10k","yes"
48,"18to20",359,6,6,3,"lt10k","no"
45,"22to25",269,2,2,1,"lt10k","yes"
45,"18to20",334,1,1,1,"lt10k","yes"
26,"22to25",48,1,1,1,"lt10k","yes"
24,"18to20",70,2,3,0,"lt10k","yes"
23,"20to22",28,1,1,0,"lt10k","yes"
38,"20to22",218,1,1,0,"lt10k","yes"
47,"20to22",311,4,4,2,"lt10k","no"
23,"20to22",39,2,2,0,"lt10k","yes"
34,"22to25",118,2,3,1,"lt10k","yes"
41,"22to25",186,0,0,0,"lt10k","yes"
49,"15to18",376,6,6,2,"lt10k","yes"
36,"25to30",128,3,3,2,"lt10k","yes"
29,"22to25",83,2,2,1,"lt10k","yes"
35,"30toInf",34,1,1,0,"lt10k","no"
48,"25to30",263,2,2,1,"lt10k","yes"
41,"30toInf",113,1,1,1,"lt10k","yes"
36,"22to25",155,3,3,2,"lt10k","yes"
27,"25to30",4,0,0,0,"lt10k","yes"
36,"25to30",107,1,1,1,"lt10k","yes"
42,"30toInf",146,1,1,1,"lt10k","yes"
38,"22to25",183,1,1,0,"lt10k","yes"
48,"22to25",305,5,5,3,"lt10k","yes"
38,"22to25",184,3,3,2,"lt10k","yes"
39,"25to30",158,2,2,2,"lt10k","yes"
37,"22to25",174,2,2,1,"lt10k","yes"
26,"22to25",29,1,1,1,"lt10k","yes"
49,"22to25",310,7,7,5,"lt10k","no"
31,"20to22",115,1,1,0,"lt10k","yes"
36,"18to20",204,7,7,2,"lt10k","no"
37,"22to25",179,6,6,2,"lt10k","no"
43,"22to25",251,5,5,2,"lt10k","no"
47,"25to30",264,5,5,2,"lt10k","yes"
21,"20to22",2,0,0,0,"lt10k","yes"
46,"25to30",261,6,6,4,"lt10k","no"
24,"20to22",40,3,2,2,"lt10k","yes"
39,"22to25",199,2,2,0,"lt10k","yes"
44,"25to30",192,4,4,1,"lt10k","yes"
41,"22to25",185,5,5,3,"lt10k","yes"
46,"0to15",393,6,6,6,"lt10k","no"
35,"22to25",131,4,4,2,"lt10k","yes"
48,"22to25",290,10,10,5,"lt10k","yes"
44,"20to22",279,3,3,1,"lt10k","yes"
41,"18to20",275,6,6,2,"lt10k","yes"
24,"20to22",41,2,2,2,"lt10k","yes"
37,"20to22",205,3,3,1,"lt10k","yes"
35,"25to30",107,1,1,0,"lt10k","yes"
44,"25to30",234,3,3,1,"lt10k","yes"
29,"22to25",62,1,1,0,"lt10k","yes"
25,"22to25",34,1,1,0,"lt10k","yes"
43,"22to25",245,0,0,0,"lt10k","yes"
40,"20to22",236,4,4,2,"lt10k","yes"
22,"15to18",65,3,3,2,"lt10k","yes"
29,"18to20",132,2,2,2,"lt10k","yes"
48,"25to30",268,4,4,3,"lt10k","yes"
33,"18to20",98,3,3,2,"lt10k","yes"
48,"22to25",314,4,4,3,"lt10k","yes"
42,"22to25",223,9,12,6,"lt10k","no"
36,"22to25",162,3,3,1,"lt10k","yes"
26,"15to18",113,3,3,2,"lt10k","yes"
38,"18to20",233,4,4,2,"lt10k","no"
23,"22to25",6,1,0,0,"lt10k","yes"
25,"22to25",42,3,2,2,"lt10k","yes"
19,"18to20",10,1,0,0,"lt10k","yes"
46,"25to30",248,8,8,4,"lt10k","yes"
27,"22to25",43,1,1,0,"lt10k","yes"
27,"22to25",54,1,1,0,"lt10k","yes"
25,"25to30",1,0,0,0,"lt10k","yes"
34,"22to25",127,4,4,0,"lt10k","yes"
35,"20to22",171,4,4,1,"lt10k","yes"
23,"18to20",59,4,4,2,"lt10k","yes"
25,"18to20",63,4,4,3,"lt10k","yes"
48,"18to20",355,7,8,3,"lt10k","yes"
45,"15to18",328,7,7,4,"lt10k","no"
40,"22to25",203,4,4,1,"lt10k","no"
43,"25to30",203,4,4,3,"lt10k","no"
34,"18to20",190,5,5,1,"lt10k","yes"
35,"25to30",74,2,1,0,"lt10k","yes"
42,"22to25",206,5,5,1,"lt10k","no"
39,"25to30",156,6,6,4,"lt10k","no"
49,"22to25",312,8,8,2,"lt10k","no"
46,"25to30",208,4,4,4,"lt10k","yes"
36,"20to22",196,7,7,2,"lt10k","yes"
30,"20to22",118,2,2,0,"lt10k","yes"
25,"22to25",23,1,1,1,"lt10k","yes"
28,"22to25",76,2,2,0,"lt10k","yes"
36,"25to30",130,4,4,2,"lt10k","yes"
39,"25to30",148,7,7,3,"lt10k","no"
44,"22to25",155,4,4,2,"lt10k","no"
47,"22to25",299,12,12,5,"lt10k","yes"
37,"25to30",116,5,5,2,"lt10k","yes"
22,"18to20",48,1,1,0,"lt10k","yes"
35,"25to30",107,5,5,2,"lt10k","yes"
37,"22to25",170,2,2,2,"lt10k","yes"
38,"22to25",183,7,7,5,"lt10k","yes"
41,"25to30",155,4,4,1,"lt10k","no"
48,"20to22",317,3,3,1,"lt10k","no"
21,"18to20",29,2,2,1,"lt10k","yes"
23,"20to22",31,1,1,0,"lt10k","yes"
43,"20to22",281,2,2,0,"lt10k","yes"
38,"18to20",239,5,5,1,"lt10k","yes"
42,"22to25",244,1,1,0,"lt10k","yes"
32,"22to25",118,2,2,1,"lt10k","yes"
20,"18to20",15,1,1,0,"lt10k","yes"
46,"22to25",285,6,6,4,"lt10k","no"
23,"18to20",40,1,1,1,"lt10k","yes"
30,"20to22",111,5,5,2,"lt10k","yes"
37,"25to30",129,2,2,2,"lt10k","yes"
37,"22to25",160,5,5,4,"lt10k","yes"
35,"22to25",160,4,3,2,"lt10k","yes"
42,"22to25",241,5,5,0,"lt10k","yes"
35,"30toInf",62,3,3,3,"lt10k","yes"
36,"20to22",179,4,4,2,"lt10k","yes"
32,"22to25",111,2,2,0,"lt10k","yes"
40,"22to25",202,3,3,2,"lt10k","yes"
44,"30toInf",58,8,8,3,"lt10k","no"
40,"18to20",253,8,8,5,"lt10k","yes"
49,"25to30",275,3,3,2,"lt10k","yes"
49,"22to25",294,6,6,1,"lt10k","no"
28,"22to25",82,2,2,1,"lt10k","yes"
30,"22to25",86,3,3,2,"lt10k","yes"
26,"22to25",34,1,1,0,"lt10k","yes"
48,"25to30",235,8,8,3,"lt10k","no"
21,"18to20",28,1,1,0,"lt10k","yes"
44,"18to20",91,4,4,2,"lt10k","yes"
39,"25to30",153,4,4,1,"lt10k","no"
42,"22to25",218,2,2,2,"lt10k","yes"
46,"22to25",296,10,10,8,"lt10k","no"
39,"20to22",214,2,2,2,"20k+","yes"
35,"18to20",203,6,6,2,"20k+","yes"
36,"22to25",170,3,3,0,"20k+","yes"
36,"0to15",291,4,4,4,"20k+","yes"
46,"22to25",282,6,6,3,"20k+","yes"
40,"25to30",183,1,1,0,"20k+","yes"
44,"25to30",229,4,4,2,"20k+","yes"
46,"20to22",314,6,6,3,"20k+","yes"
30,"30toInf",2,0,0,0,"20k+","yes"
33,"25to30",91,2,2,1,"20k+","yes"
36,"25to30",122,2,2,1,"20k+","yes"
49,"25to30",181,3,3,0,"20k+","yes"
20,"15to18",28,1,1,1,"20k+","yes"
35,"25to30",120,2,2,0,"20k+","yes"
34,"22to25",116,2,2,0,"20k+","yes"
24,"22to25",13,1,1,1,"20k+","yes"
27,"18to20",91,2,2,2,"20k+","yes"
43,"30toInf",144,2,2,0,"20k+","yes"
47,"22to25",277,2,2,2,"20k+","yes"
32,"25to30",86,2,2,2,"20k+","yes"
41,"25to30",189,5,5,2,"20k+","yes"
48,"22to25",280,5,5,4,"20k+","yes"
48,"22to25",303,0,0,0,"20k+","yes"
38,"22to25",173,4,4,1,"20k+","yes"
46,"25to30",259,2,2,1,"20k+","yes"
48,"18to20",362,5,5,3,"20k+","yes"
19,"18to20",13,1,1,0,"lt10k","yes"
42,"18to20",291,5,5,1,"lt10k","yes"
38,"20to22",197,6,5,2,"lt10k","yes"
41,"25to30",191,11,10,2,"lt10k","no"
28,"0to15",163,4,4,4,"lt10k","yes"
41,"20to22",252,4,4,1,"lt10k","no"
47,"25to30",263,3,3,3,"lt10k","yes"
42,"25to30",178,3,3,1,"lt10k","no"
35,"30toInf",48,1,1,1,"lt10k","yes"
39,"22to25",183,0,0,0,"lt10k","yes"
47,"25to30",213,2,2,1,"lt10k","yes"
45,"22to25",264,2,2,1,"lt10k","yes"
34,"25to30",54,2,2,2,"lt10k","yes"
41,"25to30",181,2,2,1,"lt10k","yes"
43,"20to22",264,4,5,2,"lt10k","yes"
42,"18to20",276,2,2,1,"lt10k","yes"
22,"15to18",55,0,0,0,"lt10k","yes"
26,"15to18",119,2,2,2,"lt10k","yes"
44,"22to25",251,8,8,3,"lt10k","no"
31,"22to25",106,3,3,1,"lt10k","no"
30,"20to22",119,1,1,0,"lt10k","yes"
24,"20to22",39,2,2,1,"lt10k","yes"
29,"18to20",126,5,5,0,"lt10k","yes"
36,"20to22",109,3,3,0,"lt10k","yes"
33,"18to20",166,4,4,3,"lt10k","yes"
44,"30toInf",143,1,1,0,"lt10k","yes"
48,"18to20",347,4,4,2,"lt10k","yes"
31,"18to20",151,2,2,2,"lt10k","yes"
44,"15to18",332,5,5,4,"lt10k","yes"
39,"20to22",220,11,10,4,"lt10k","no"
42,"30toInf",143,5,5,3,"lt10k","no"
37,"20to22",192,8,7,4,"lt10k","no"
42,"20to22",263,6,6,2,"lt10k","no"
24,"22to25",15,1,1,0,"lt10k","yes"
33,"18to20",163,3,3,0,"lt10k","yes"
28,"20to22",82,2,2,2,"lt10k","yes"
47,"30toInf",122,2,2,1,"lt10k","yes"
44,"18to20",301,9,9,7,"lt10k","no"
44,"20to22",287,8,8,7,"lt10k","yes"
41,"30toInf",11,2,2,2,"lt10k","no"
37,"18to20",212,6,6,2,"lt10k","yes"
25,"20to22",60,3,3,3,"lt10k","yes"
29,"22to25",63,2,2,1,"lt10k","yes"
25,"22to25",27,1,1,0,"lt10k","yes"
25,"22to25",31,1,1,1,"lt10k","yes"
26,"22to25",46,1,1,1,"lt10k","yes"
46,"20to22",185,2,2,1,"lt10k","yes"
20,"15to18",47,2,2,1,"lt10k","yes"
32,"20to22",115,4,4,2,"lt10k","yes"
31,"22to25",89,1,1,1,"lt10k","yes"
29,"20to22",103,2,2,0,"lt10k","yes"
45,"18to20",309,5,5,1,"lt10k","yes"
27,"22to25",47,2,2,1,"lt10k","yes"
24,"15to18",94,2,2,0,"lt10k","yes"
37,"25to30",140,2,2,2,"lt10k","yes"
43,"18to20",294,13,13,9,"lt10k","no"
44,"22to25",255,3,3,3,"lt10k","yes"
46,"22to25",265,1,1,1,"lt10k","yes"
21,"18to20",22,1,1,1,"lt10k","yes"
27,"20to22",82,3,3,1,"lt10k","yes"
25,"20to22",69,3,3,3,"lt10k","no"
41,"22to25",109,6,6,0,"lt10k","yes"
43,"30toInf",135,5,5,1,"lt10k","no"
30,"15to18",155,6,6,2,"lt10k","yes"
43,"18to20",290,6,6,0,"lt10k","no"
32,"25to30",64,2,2,1,"lt10k","yes"
44,"18to20",305,10,10,7,"lt10k","yes"
26,"22to25",40,1,1,0,"lt10k","yes"
24,"22to25",27,1,1,0,"lt10k","yes"
20,"18to20",15,1,0,0,"lt10k","yes"
28,"22to25",55,1,1,0,"lt10k","yes"
27,"15to18",135,1,1,1,"lt10k","yes"
33,"20to22",152,3,3,1,"lt10k","yes"
39,"22to25",213,0,0,0,"lt10k","yes"
31,"25to30",74,2,2,2,"lt10k","yes"
27,"22to25",60,1,1,0,"lt10k","yes"
48,"25to30",206,1,1,1,"lt10k","yes"
36,"22to25",176,2,2,0,"lt10k","yes"
47,"25to30",250,3,3,2,"lt10k","yes"
38,"20to22",205,7,6,5,"lt10k","yes"
35,"25to30",111,2,2,0,"lt10k","yes"
32,"20to22",143,1,1,0,"lt10k","yes"
33,"25to30",54,1,1,0,"lt10k","yes"
29,"22to25",67,1,1,0,"lt10k","yes"
30,"25to30",50,1,1,0,"lt10k","yes"
37,"25to30",147,1,1,1,"lt10k","yes"
31,"22to25",91,2,2,1,"lt10k","yes"
40,"18to20",260,4,4,3,"lt10k","yes"
17,"15to18",12,1,1,1,"lt10k","yes"
34,"25to30",111,1,1,1,"lt10k","yes"
39,"22to25",178,2,2,1,"lt10k","yes"
43,"25to30",208,3,3,2,"lt10k","yes"
38,"22to25",189,2,2,1,"lt10k","yes"
44,"20to22",292,6,6,2,"lt10k","yes"
47,"22to25",285,4,4,2,"lt10k","yes"
23,"20to22",17,1,1,1,"lt10k","yes"
41,"22to25",213,2,2,1,"lt10k","yes"
26,"20to22",59,2,2,1,"lt10k","yes"
24,"22to25",11,2,1,1,"lt10k","yes"
18,"15to18",12,0,0,0,"lt10k","yes"
28,"20to22",86,2,2,1,"lt10k","yes"
27,"22to25",54,2,1,0,"lt10k","yes"
34,"20to22",173,2,2,1,"lt10k","yes"
44,"25to30",224,4,4,2,"lt10k","yes"
45,"22to25",252,9,9,4,"lt10k","no"
35,"18to20",189,8,8,3,"lt10k","yes"
23,"18to20",63,2,2,2,"lt10k","yes"
27,"20to22",87,5,4,4,"lt10k","yes"
36,"15to18",237,7,7,2,"lt10k","yes"
48,"25to30",275,11,12,5,"lt10k","no"
29,"22to25",71,3,3,1,"lt10k","no"
27,"22to25",59,2,2,2,"lt10k","yes"
48,"22to25",286,4,4,2,"lt10k","no"
22,"20to22",27,1,1,0,"lt10k","yes"
19,"18to20",11,1,1,1,"lt10k","yes"
48,"22to25",323,11,11,6,"lt10k","no"
47,"25to30",239,7,7,4,"lt10k","no"
39,"20to22",225,0,0,0,"lt10k","no"
43,"20to22",262,4,4,3,"lt10k","yes"
44,"22to25",240,6,7,4,"lt10k","no"
49,"20to22",358,6,6,3,"lt10k","no"
40,"25to30",156,7,7,2,"lt10k","yes"
20,"18to20",15,1,1,0,"lt10k","yes"
37,"20to22",210,3,3,1,"lt10k","yes"
43,"22to25",221,4,4,3,"lt10k","no"
19,"18to20",7,0,0,0,"lt10k","yes"
35,"25to30",99,2,2,0,"lt10k","yes"
37,"20to22",204,2,2,0,"lt10k","yes"
38,"25to30",146,2,2,1,"lt10k","yes"
20,"18to20",3,0,0,0,"lt10k","yes"
33,"25to30",54,1,1,1,"lt10k","no"
45,"22to25",282,7,7,4,"lt10k","no"
38,"25to30",109,4,4,2,"lt10k","yes"
29,"20to22",119,2,2,1,"lt10k","yes"
26,"22to25",45,1,1,0,"lt10k","yes"
36,"22to25",157,3,3,1,"lt10k","yes"
30,"18to20",126,2,2,0,"lt10k","yes"
30,"20to22",123,4,4,2,"lt10k","yes"
39,"22to25",189,1,1,0,"lt10k","yes"
38,"20to22",211,3,3,1,"lt10k","no"
25,"20to22",53,2,1,1,"lt10k","yes"
34,"22to25",131,5,5,3,"lt10k","yes"
42,"22to25",224,15,14,10,"lt10k","no"
37,"25to30",143,6,6,4,"lt10k","yes"
34,"22to25",133,2,2,1,"lt10k","yes"
48,"25to30",227,9,9,5,"lt10k","no"
40,"25to30",161,5,5,3,"lt10k","no"
47,"20to22",307,9,10,7,"lt10k","yes"
20,"15to18",54,2,2,1,"lt10k","yes"
33,"25to30",70,1,1,0,"lt10k","yes"
34,"22to25",131,2,2,1,"lt10k","yes"
32,"25to30",70,2,2,2,"lt10k","yes"
42,"25to30",164,6,6,2,"lt10k","no"
29,"22to25",87,1,1,0,"lt10k","yes"
22,"20to22",8,1,1,1,"lt10k","yes"
31,"30toInf",3,0,0,0,"lt10k","yes"
29,"20to22",101,3,3,2,"lt10k","yes"
40,"18to20",256,5,5,2,"lt10k","yes"
19,"18to20",3,0,0,0,"lt10k","yes"
23,"20to22",39,1,1,1,"lt10k","yes"
30,"22to25",99,1,1,1,"lt10k","yes"
37,"18to20",229,5,5,3,"lt10k","yes"
46,"25to30",222,3,3,0,"lt10k","yes"
41,"22to25",196,7,7,2,"lt10k","yes"
21,"18to20",19,1,1,1,"lt10k","yes"
25,"20to22",48,3,2,2,"lt10k","yes"
44,"30toInf",149,6,6,4,"lt10k","yes"
26,"20to22",58,3,2,0,"lt10k","yes"
47,"22to25",282,6,6,1,"lt10k","yes"
46,"25to30",205,3,3,1,"lt10k","yes"
47,"22to25",294,3,3,2,"lt10k","yes"
40,"22to25",209,0,0,0,"lt10k","no"
44,"22to25",247,2,2,2,"lt10k","yes"
28,"18to20",108,2,2,0,"lt10k","yes"
36,"20to22",167,3,3,1,"lt10k","yes"
34,"18to20",183,4,4,3,"lt10k","yes"
32,"25to30",70,1,1,0,"lt10k","yes"
29,"22to25",61,1,1,1,"lt10k","yes"
35,"20to22",169,3,3,1,"lt10k","yes"
35,"22to25",155,3,3,0,"lt10k","yes"
33,"20to22",147,2,2,1,"lt10k","yes"
26,"22to25",50,1,1,1,"lt10k","yes"
24,"20to22",44,1,1,1,"lt10k","yes"
41,"20to22",259,0,0,0,"lt10k","no"
48,"25to30",286,5,5,4,"lt10k","yes"
40,"25to30",149,0,0,0,"lt10k","yes"
40,"22to25",200,2,2,1,"lt10k","yes"
28,"25to30",26,2,2,1,"lt10k","yes"
22,"18to20",36,2,2,2,"lt10k","yes"
38,"25to30",151,1,1,1,"lt10k","yes"
35,"25to30",93,4,4,2,"lt10k","yes"
46,"22to25",288,5,5,2,"lt10k","no"
22,"18to20",41,3,3,2,"lt10k","yes"
19,"15to18",27,1,1,1,"lt10k","yes"
40,"25to30",134,7,7,3,"lt10k","yes"
29,"20to22",94,2,2,1,"lt10k","yes"
48,"22to25",284,9,9,6,"lt10k","no"
28,"22to25",58,2,2,2,"lt10k","yes"
34,"20to22",178,8,8,5,"lt10k","yes"
45,"22to25",284,3,3,2,"lt10k","yes"
34,"25to30",78,2,2,0,"lt10k","yes"
35,"25to30",99,5,5,2,"lt10k","no"
23,"22to25",18,1,1,1,"lt10k","yes"
43,"30toInf",123,4,4,2,"lt10k","no"
49,"25to30",274,6,6,3,"lt10k","no"
27,"22to25",48,3,3,1,"lt10k","yes"
21,"20to22",14,0,0,0,"lt10k","yes"
38,"15to18",252,9,9,4,"lt10k","yes"
42,"18to20",280,8,8,6,"lt10k","yes"
45,"18to20",318,2,2,1,"lt10k","yes"
31,"0to15",200,2,2,1,"lt10k","yes"
34,"22to25",143,2,2,2,"lt10k","yes"
31,"18to20",160,2,2,2,"lt10k","yes"
47,"18to20",336,4,4,3,"lt10k","no"
44,"25to30",195,4,4,2,"lt10k","yes"
28,"18to20",127,2,2,0,"lt10k","yes"
37,"22to25",152,3,3,1,"lt10k","yes"
22,"20to22",16,1,0,0,"lt10k","yes"
47,"25to30",183,4,4,1,"lt10k","no"
40,"22to25",201,5,4,3,"lt10k","no"
33,"25to30",45,4,4,3,"lt10k","no"
44,"18to20",308,8,8,3,"lt10k","no"
31,"22to25",97,4,4,3,"lt10k","yes"
44,"18to20",296,1,1,0,"lt10k","no"
46,"15to18",353,11,11,7,"lt10k","yes"
41,"25to30",147,3,3,1,"lt10k","no"
47,"15to18",364,2,2,2,"lt10k","yes"
22,"22to25",1,1,0,0,"lt10k","yes"
38,"22to25",185,2,2,1,"lt10k","yes"
37,"30toInf",88,2,2,1,"lt10k","yes"
29,"22to25",69,2,2,1,"lt10k","yes"
18,"15to18",17,1,1,0,"lt10k","yes"
38,"22to25",81,2,2,1,"lt10k","yes"
47,"25to30",239,6,6,3,"lt10k","yes"
27,"22to25",40,1,1,0,"lt10k","yes"
48,"22to25",208,1,1,1,"lt10k","no"
22,"20to22",16,1,1,0,"lt10k","yes"
29,"20to22",108,2,2,1,"lt10k","yes"
40,"18to20",260,2,2,1,"lt10k","yes"
47,"18to20",339,2,2,1,"lt10k","yes"
35,"22to25",148,1,1,0,"lt10k","yes"
36,"20to22",169,3,3,1,"lt10k","yes"
44,"22to25",238,2,2,0,"lt10k","no"
21,"20to22",12,1,0,0,"lt10k","yes"
30,"15to18",169,2,2,0,"lt10k","yes"
35,"20to22",180,2,2,1,"lt10k","yes"
28,"25to30",22,0,0,0,"lt10k","yes"
31,"22to25",107,1,1,0,"lt10k","yes"
48,"25to30",231,3,3,2,"lt10k","yes"
43,"30toInf",138,3,3,0,"lt10k","no"
36,"20to22",177,1,1,0,"lt10k","yes"
45,"25to30",202,4,4,3,"lt10k","yes"
26,"22to25",23,1,1,1,"lt10k","yes"
47,"22to25",286,4,4,2,"lt10k","yes"
43,"22to25",254,3,3,3,"lt10k","yes"
46,"22to25",291,5,5,3,"lt10k","yes"
47,"25to30",257,2,2,0,"lt10k","yes"
43,"25to30",167,4,4,3,"lt10k","yes"
46,"20to22",312,3,3,1,"lt10k","no"
48,"25to30",242,4,4,2,"lt10k","no"
38,"25to30",148,4,4,2,"lt10k","yes"
48,"20to22",329,4,4,2,"lt10k","yes"
32,"20to22",140,3,3,2,"lt10k","yes"
39,"25to30",134,5,5,2,"lt10k","yes"
46,"22to25",274,1,1,0,"lt10k","yes"
47,"25to30",237,2,2,2,"lt10k","yes"
43,"22to25",226,4,4,1,"lt10k","yes"
41,"18to20",272,2,2,1,"lt10k","no"
46,"22to25",258,1,1,0,"lt10k","no"
22,"20to22",15,1,1,1,"lt10k","yes"
20,"15to18",42,1,1,0,"lt10k","yes"
40,"22to25",188,2,2,0,"lt10k","yes"
20,"20to22",3,1,0,0,"lt10k","yes"
21,"18to20",29,2,1,1,"lt10k","yes"
25,"20to22",51,2,2,1,"lt10k","yes"
38,"25to30",140,4,4,2,"lt10k","yes"
30,"20to22",103,3,3,2,"lt10k","yes"
22,"22to25",0,0,0,0,"lt10k","yes"
33,"18to20",182,4,5,1,"lt10k","yes"
32,"22to25",86,2,2,1,"lt10k","yes"
46,"25to30",249,0,0,0,"10-20k","yes"
31,"22to25",99,1,1,0,"10-20k","yes"
42,"30toInf",71,1,1,1,"10-20k","yes"
39,"30toInf",52,2,2,1,"10-20k","yes"
22,"15to18",67,1,1,1,"10-20k","yes"
25,"22to25",30,3,3,1,"10-20k","yes"
43,"22to25",232,2,2,1,"lt10k","yes"
21,"18to20",37,1,1,1,"lt10k","yes"
33,"22to25",110,3,3,3,"lt10k","yes"
42,"30toInf",131,2,2,2,"lt10k","yes"
